FIR_ID,Year,Date,Time,Time_of_Day,Day_of_Week,Month,Police_Station,Street,Latitude,Longitude,Location_Type,Hotspot_Flag,Crime_Type,Crime_Category,Victim_Age,Victim_Gender,Victim_Occupation,Weapon_Used,Festival_Day,Festival_Name,Holiday,Holiday_Name,Arrest_Made,Case_Status,Case_Success,Case_Filed_Date,Case_Closed_Date,Investigation_Days
2022_FIR1203,2022,2022-05-15,15:00,Afternoon,Sunday,5,Dwarka PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,1,Theft,Property,25,Male,Business Owner,No,No,None,No,None,Yes,Closed,1,2022-05-16,2022-07-18,63
2022_FIR1204,2022,2022-10-28,9:00,Morning,Friday,10,Connaught Place PS,Rohini Sector 7 Street,28.7324,77.1194,Market,1,Cybercrime,Cyber,75,Female,Retired,Yes,No,None,No,None,No,Open,0,2022-10-28,,
2022_FIR1205,2022,2022-01-28,17:00,Evening,Friday,1,Dwarka PS,Rohini Sector 7 Street,28.7324,77.1194,Metro Station,0,Robbery,Property,18,Female,Unemployed,No,No,None,No,None,Yes,Closed,1,2022-01-28,2022-03-13,44
2022_FIR1206,2022,2022-04-29,22:00,Night,Friday,4,Saket PS,Saket Mall Road,28.5245,77.2066,Metro Station,0,Kidnapping,Violent,69,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2022-05-01,2022-06-26,56
2022_FIR1207,2022,2022-11-03,2:00,Midnight,Thursday,11,Connaught Place PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,1,Snatching,Property,10,Female,Student,Yes,No,None,No,None,Yes,Closed,1,2022-11-04,2022-11-13,9
2022_FIR1208,2022,2022-11-02,7:00,Morning,Wednesday,11,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Road,1,Theft,Property,41,Male,Daily Wage Worker,No,No,None,No,None,Yes,Closed,1,2022-11-03,2022-11-13,10
2022_FIR1209,2022,2022-04-25,13:00,Afternoon,Monday,4,Dwarka PS,Chandni Chowk Lane 4,28.6562,77.23,Residential,1,Cybercrime,Cyber,66,Male,Retired,No,No,None,No,None,No,Under Investigation,0,2022-04-25,,
2022_FIR1210,2022,2022-08-28,19:00,Dusk,Sunday,8,Rohini PS,Dwarka Sector 12 Road,28.5921,77.046,Market,1,Assault,Violent,7,Male,Student,No,No,None,No,None,No,Open,0,2022-08-30,,
2022_FIR1211,2022,2022-11-01,10:00,Morning,Tuesday,11,Rohini PS,Connaught Place Inner Circle,28.6315,77.2167,Market,0,Assault,Violent,41,Female,Shopkeeper,No,No,None,No,None,Yes,Closed,1,2022-11-02,2023-01-11,70
2022_FIR1212,2022,2022-06-08,14:00,Afternoon,Wednesday,6,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Metro Station,0,Robbery,Property,31,Female,IT Professional,Yes,No,None,No,None,No,Open,0,2022-06-09,,
2022_FIR1213,2022,2022-10-30,8:00,Morning,Sunday,10,Connaught Place PS,Rohini Sector 7 Street,28.7324,77.1194,Market,1,Theft,Property,54,Male,Shopkeeper,Yes,No,None,No,None,Yes,Closed,1,2022-10-31,2022-11-26,26
2022_FIR1214,2022,2022-01-18,18:00,Evening,Tuesday,1,Lajpat Nagar PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,0,Cybercrime,Cyber,42,Male,Driver,Yes,No,None,No,None,No,Under Investigation,0,2022-01-20,,
2022_FIR1215,2022,2022-08-04,19:00,Dusk,Thursday,8,Connaught Place PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,1,Snatching,Property,21,Female,Student,No,No,None,No,None,No,Under Investigation,0,2022-08-06,,
2022_FIR1216,2022,2022-07-13,21:00,Night,Wednesday,7,Connaught Place PS,Chandni Chowk Lane 4,28.6562,77.23,Metro Station,1,Burglary,Property,15,Male,Student,Yes,No,None,No,None,No,Open,0,2022-07-14,,
2022_FIR1217,2022,2022-04-05,14:00,Afternoon,Tuesday,4,Lajpat Nagar PS,Chandni Chowk Lane 4,28.6562,77.23,Metro Station,0,Assault,Violent,60,Female,Shopkeeper,Yes,No,None,No,None,Yes,Closed,1,2022-04-07,2022-05-06,29
2022_FIR1218,2022,2022-08-25,2:00,Midnight,Thursday,8,Connaught Place PS,Chandni Chowk Lane 4,28.6562,77.23,Metro Station,0,Snatching,Property,28,Female,Private Employee,No,No,None,No,None,Yes,Closed,1,2022-08-25,2022-11-05,72
2022_FIR1219,2022,2022-02-05,1:00,Midnight,Saturday,2,Connaught Place PS,Dwarka Sector 12 Road,28.5921,77.046,Market,1,Snatching,Property,68,Female,Retired,Yes,No,None,No,None,No,Open,0,2022-02-06,,
2022_FIR1220,2022,2022-11-28,14:00,Afternoon,Monday,11,Chandni Chowk PS,Karol Bagh Main Road,28.6519,77.1909,Road,1,Assault,Violent,77,Male,Retired,Yes,No,None,No,None,No,Open,0,2022-11-29,,
2022_FIR1221,2022,2022-02-09,15:00,Afternoon,Wednesday,2,Chandni Chowk PS,Connaught Place Inner Circle,28.6315,77.2167,Residential,0,Burglary,Property,14,Female,Student,Yes,No,None,No,None,Yes,Closed,1,2022-02-11,2022-03-07,24
2022_FIR1222,2022,2022-09-27,22:00,Night,Tuesday,9,Rohini PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,1,Snatching,Property,44,Female,Business Owner,No,No,None,No,None,No,Under Investigation,0,2022-09-27,,
2022_FIR1223,2022,2022-08-10,18:00,Evening,Wednesday,8,Karol Bagh PS,Dwarka Sector 12 Road,28.5921,77.046,Market,1,Assault,Violent,80,Male,Retired,No,No,None,No,None,Yes,Closed,1,2022-08-10,2022-09-04,25
2022_FIR1224,2022,2022-06-26,0:00,Midnight,Sunday,6,Saket PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,1,Cybercrime,Cyber,65,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2022-06-26,2022-09-13,79
2022_FIR1225,2022,2022-09-30,2:00,Midnight,Friday,9,Chandni Chowk PS,Connaught Place Inner Circle,28.6315,77.2167,Road,1,Theft,Property,55,Female,Business Owner,No,No,None,No,None,Yes,Closed,1,2022-10-01,2022-12-22,82
2022_FIR1226,2022,2022-08-11,2:00,Midnight,Thursday,8,Dwarka PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,1,Robbery,Property,53,Female,Shopkeeper,No,No,None,No,None,Yes,Closed,1,2022-08-13,2022-08-29,16
2022_FIR1227,2022,2022-10-21,6:00,Morning,Friday,10,Rohini PS,Rohini Sector 7 Street,28.7324,77.1194,Metro Station,1,Kidnapping,Violent,31,Female,Driver,Yes,No,None,No,None,Yes,Closed,1,2022-10-21,2022-11-05,15
2022_FIR1228,2022,2022-11-08,21:00,Night,Tuesday,11,Rohini PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,1,Burglary,Property,11,Female,Student,Yes,No,None,No,None,Yes,Closed,1,2022-11-08,2022-11-14,6
2022_FIR1229,2022,2022-11-09,11:00,Morning,Wednesday,11,Chandni Chowk PS,Karol Bagh Main Road,28.6519,77.1909,Residential,0,Robbery,Property,35,Female,Driver,No,No,None,No,None,No,Under Investigation,0,2022-11-11,,
2022_FIR1230,2022,2022-03-30,7:00,Morning,Wednesday,3,Connaught Place PS,Dwarka Sector 12 Road,28.5921,77.046,Metro Station,0,Assault,Violent,60,Male,IT Professional,No,No,None,No,None,No,Open,0,2022-04-01,,
2022_FIR1231,2022,2022-03-30,11:00,Morning,Wednesday,3,Chandni Chowk PS,Lajpat Nagar Central Market,28.5677,77.2435,Residential,0,Theft,Property,33,Female,Government Employee,Yes,No,None,No,None,No,Under Investigation,0,2022-03-31,,
2022_FIR1232,2022,2022-08-23,19:00,Dusk,Tuesday,8,Karol Bagh PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,0,Kidnapping,Violent,71,Male,Retired,Yes,No,None,No,None,Yes,Closed,1,2022-08-23,2022-10-10,48
2022_FIR1233,2022,2022-08-31,14:00,Afternoon,Wednesday,8,Rohini PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,1,Snatching,Property,19,Male,Unemployed,Yes,No,None,No,None,Yes,Closed,1,2022-08-31,2022-09-28,28
2022_FIR1234,2022,2022-03-14,16:00,Evening,Monday,3,Karol Bagh PS,Rohini Sector 7 Street,28.7324,77.1194,Road,0,Theft,Property,71,Female,Retired,No,No,None,No,None,No,Open,0,2022-03-16,,
2022_FIR1235,2022,2022-12-03,9:00,Morning,Saturday,12,Chandni Chowk PS,Connaught Place Inner Circle,28.6315,77.2167,Road,0,Burglary,Property,65,Male,Retired,No,No,None,No,None,No,Under Investigation,0,2022-12-04,,
2022_FIR1236,2022,2022-01-26,21:00,Night,Wednesday,1,Karol Bagh PS,Dwarka Sector 12 Road,28.5921,77.046,Metro Station,1,Theft,Property,15,Male,Student,No,No,None,Yes,Republic Day,No,Open,0,2022-01-28,,
2022_FIR1237,2022,2022-03-16,18:00,Evening,Wednesday,3,Rohini PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,0,Kidnapping,Violent,77,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2022-03-17,2022-03-24,7
2022_FIR1238,2022,2022-09-13,23:00,Night,Tuesday,9,Saket PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,0,Snatching,Property,51,Male,IT Professional,No,No,None,No,None,No,Under Investigation,0,2022-09-13,,
2022_FIR1239,2022,2022-07-19,12:00,Afternoon,Tuesday,7,Connaught Place PS,Saket Mall Road,28.5245,77.2066,Residential,0,Snatching,Property,77,Female,Retired,Yes,No,None,No,None,No,Under Investigation,0,2022-07-20,,
2022_FIR1240,2022,2022-03-25,6:00,Morning,Friday,3,Rohini PS,Saket Mall Road,28.5245,77.2066,Metro Station,0,Theft,Property,52,Male,Shopkeeper,Yes,No,None,No,None,No,Open,0,2022-03-27,,
2022_FIR1241,2022,2022-08-26,14:00,Afternoon,Friday,8,Dwarka PS,Saket Mall Road,28.5245,77.2066,Market,1,Robbery,Property,27,Male,Private Employee,No,No,None,No,None,No,Open,0,2022-08-26,,
2022_FIR1242,2022,2022-05-31,5:00,Morning,Tuesday,5,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,1,Burglary,Property,74,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2022-05-31,2022-08-27,88
2022_FIR1243,2022,2022-06-18,8:00,Morning,Saturday,6,Connaught Place PS,Connaught Place Inner Circle,28.6315,77.2167,Metro Station,1,Theft,Property,74,Female,Retired,No,No,None,No,None,No,Under Investigation,0,2022-06-19,,
2022_FIR1244,2022,2022-03-04,20:00,Dusk,Friday,3,Chandni Chowk PS,Connaught Place Inner Circle,28.6315,77.2167,Road,1,Robbery,Property,40,Female,Business Owner,No,No,None,No,None,Yes,Closed,1,2022-03-05,2022-04-03,29
2022_FIR1245,2022,2022-10-03,14:00,Afternoon,Monday,10,Chandni Chowk PS,Connaught Place Inner Circle,28.6315,77.2167,Residential,1,Cybercrime,Cyber,51,Male,Private Employee,Yes,No,None,No,None,No,Under Investigation,0,2022-10-05,,
2022_FIR1246,2022,2022-12-25,8:00,Morning,Sunday,12,Rohini PS,Connaught Place Inner Circle,28.6315,77.2167,Market,0,Burglary,Property,48,Female,Business Owner,Yes,No,None,No,None,Yes,Closed,1,2022-12-26,2023-02-20,56
2022_FIR1247,2022,2022-01-31,11:00,Morning,Monday,1,Lajpat Nagar PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,1,Robbery,Property,40,Male,Business Owner,Yes,No,None,No,None,No,Open,0,2022-02-01,,
2022_FIR1248,2022,2022-12-05,0:00,Midnight,Monday,12,Chandni Chowk PS,Saket Mall Road,28.5245,77.2066,Market,1,Kidnapping,Violent,7,Male,Student,Yes,No,None,No,None,No,Open,0,2022-12-05,,
2022_FIR1249,2022,2022-11-04,2:00,Midnight,Friday,11,Dwarka PS,Karol Bagh Main Road,28.6519,77.1909,Market,1,Theft,Property,15,Male,Student,Yes,No,None,No,None,No,Under Investigation,0,2022-11-06,,
2022_FIR1250,2022,2022-06-26,5:00,Morning,Sunday,6,Rohini PS,Dwarka Sector 12 Road,28.5921,77.046,Metro Station,0,Theft,Property,38,Male,Government Employee,No,No,None,No,None,No,Open,0,2022-06-27,,
2023_FIR0001,2023,2023-01-30,18:00,Evening,Monday,1,Rohini PS,Rohini Sector 7 Street,28.7324,77.1194,Road,1,Snatching,Property,44,Female,Government Employee,Yes,No,None,No,None,Yes,Closed,1,2023-01-31,2023-03-04,32
2023_FIR0002,2023,2023-11-05,12:00,Afternoon,Sunday,11,Karol Bagh PS,Connaught Place Inner Circle,28.6315,77.2167,Market,0,Burglary,Property,18,Female,Unemployed,No,No,None,No,None,No,Open,0,2023-11-05,,
2023_FIR0003,2023,2023-12-07,19:00,Dusk,Thursday,12,Dwarka PS,Rohini Sector 7 Street,28.7324,77.1194,Road,1,Cybercrime,Cyber,32,Female,Shopkeeper,Yes,No,None,No,None,No,Under Investigation,0,2023-12-07,,
2023_FIR0004,2023,2023-05-13,17:00,Evening,Saturday,5,Karol Bagh PS,Connaught Place Inner Circle,28.6315,77.2167,Residential,1,Assault,Violent,76,Male,Retired,No,No,None,No,None,Yes,Closed,1,2023-05-15,2023-06-04,20
2023_FIR0005,2023,2023-12-18,14:00,Afternoon,Monday,12,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Market,1,Robbery,Property,7,Male,Student,No,No,None,No,None,Yes,Closed,1,2023-12-19,2024-01-30,42
2023_FIR0006,2023,2023-03-04,10:00,Morning,Saturday,3,Chandni Chowk PS,Karol Bagh Main Road,28.6519,77.1909,Residential,1,Assault,Violent,44,Male,Shopkeeper,Yes,No,None,No,None,No,Open,0,2023-03-04,,
2023_FIR0007,2023,2023-02-14,19:00,Dusk,Tuesday,2,Chandni Chowk PS,Connaught Place Inner Circle,28.6315,77.2167,Road,0,Theft,Property,18,Female,Student,Yes,No,None,No,None,No,Open,0,2023-02-15,,
2023_FIR0008,2023,2023-12-18,1:00,Midnight,Monday,12,Chandni Chowk PS,Saket Mall Road,28.5245,77.2066,Metro Station,1,Theft,Property,9,Male,Student,Yes,No,None,No,None,Yes,Closed,1,2023-12-19,2024-03-08,80
2023_FIR0009,2023,2023-12-20,11:00,Morning,Wednesday,12,Dwarka PS,Chandni Chowk Lane 4,28.6562,77.23,Residential,0,Snatching,Property,32,Female,Driver,No,No,None,No,None,Yes,Closed,1,2023-12-22,2024-01-17,26
2023_FIR0010,2023,2023-10-06,5:00,Morning,Friday,10,Dwarka PS,Saket Mall Road,28.5245,77.2066,Residential,0,Burglary,Property,27,Female,Private Employee,Yes,No,None,No,None,No,Open,0,2023-10-06,,
2023_FIR0011,2023,2023-04-06,8:00,Morning,Thursday,4,Connaught Place PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,1,Kidnapping,Violent,49,Female,Driver,Yes,No,None,No,None,No,Open,0,2023-04-08,,
2023_FIR0012,2023,2023-11-15,22:00,Night,Wednesday,11,Connaught Place PS,Chandni Chowk Lane 4,28.6562,77.23,Road,1,Burglary,Property,42,Female,Government Employee,Yes,No,None,No,None,No,Open,0,2023-11-17,,
2023_FIR0013,2023,2023-03-27,15:00,Afternoon,Monday,3,Rohini PS,Saket Mall Road,28.5245,77.2066,Residential,0,Kidnapping,Violent,41,Male,Driver,Yes,No,None,No,None,Yes,Closed,1,2023-03-29,2023-05-06,38
2023_FIR0014,2023,2023-06-15,7:00,Morning,Thursday,6,Chandni Chowk PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,1,Theft,Property,67,Male,Retired,Yes,No,None,No,None,No,Under Investigation,0,2023-06-16,,
2023_FIR0015,2023,2023-11-12,17:00,Evening,Sunday,11,Lajpat Nagar PS,Connaught Place Inner Circle,28.6315,77.2167,Market,1,Robbery,Property,24,Female,Daily Wage Worker,Yes,Yes,Diwali,No,None,Yes,Closed,1,2023-11-13,2023-12-16,33
2023_FIR0016,2023,2023-09-20,18:00,Evening,Wednesday,9,Connaught Place PS,Saket Mall Road,28.5245,77.2066,Metro Station,1,Burglary,Property,62,Male,Retired,No,No,None,No,None,Yes,Closed,1,2023-09-20,2023-11-16,57
2023_FIR0017,2023,2023-12-05,18:00,Evening,Tuesday,12,Dwarka PS,Chandni Chowk Lane 4,28.6562,77.23,Residential,0,Cybercrime,Cyber,51,Male,Private Employee,No,No,None,No,None,Yes,Closed,1,2023-12-05,2024-02-10,67
2023_FIR0018,2023,2023-05-14,3:00,Midnight,Sunday,5,Connaught Place PS,Rohini Sector 7 Street,28.7324,77.1194,Road,1,Burglary,Property,8,Male,Student,No,No,None,No,None,Yes,Closed,1,2023-05-16,2023-07-20,65
2023_FIR0019,2023,2023-03-31,15:00,Afternoon,Friday,3,Karol Bagh PS,Karol Bagh Main Road,28.6519,77.1909,Residential,1,Burglary,Property,76,Female,Retired,Yes,No,None,No,None,No,Under Investigation,0,2023-03-31,,
2023_FIR0020,2023,2023-03-06,9:00,Morning,Monday,3,Rohini PS,Karol Bagh Main Road,28.6519,77.1909,Residential,1,Burglary,Property,13,Female,Student,Yes,No,None,No,None,Yes,Closed,1,2023-03-07,2023-05-21,75
2023_FIR0021,2023,2023-04-23,15:00,Afternoon,Sunday,4,Chandni Chowk PS,Karol Bagh Main Road,28.6519,77.1909,Market,0,Cybercrime,Cyber,58,Male,Driver,Yes,No,None,No,None,No,Under Investigation,0,2023-04-23,,
2023_FIR0022,2023,2023-11-14,16:00,Evening,Tuesday,11,Saket PS,Chandni Chowk Lane 4,28.6562,77.23,Metro Station,0,Burglary,Property,46,Female,Driver,Yes,No,None,No,None,No,Open,0,2023-11-14,,
2023_FIR0023,2023,2023-02-11,12:00,Afternoon,Saturday,2,Connaught Place PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,1,Theft,Property,14,Female,Student,Yes,No,None,No,None,Yes,Closed,1,2023-02-13,2023-04-01,47
2023_FIR0024,2023,2023-06-07,2:00,Midnight,Wednesday,6,Karol Bagh PS,Saket Mall Road,28.5245,77.2066,Market,1,Assault,Violent,16,Female,Student,No,No,None,No,None,No,Under Investigation,0,2023-06-09,,
2023_FIR0025,2023,2023-02-19,19:00,Dusk,Sunday,2,Saket PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,1,Robbery,Property,49,Female,Government Employee,Yes,No,None,No,None,No,Under Investigation,0,2023-02-21,,
2023_FIR0026,2023,2023-09-06,20:00,Dusk,Wednesday,9,Karol Bagh PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,0,Burglary,Property,80,Male,Retired,No,No,None,No,None,No,Under Investigation,0,2023-09-07,,
2023_FIR0027,2023,2023-09-29,19:00,Dusk,Friday,9,Chandni Chowk PS,Connaught Place Inner Circle,28.6315,77.2167,Road,1,Robbery,Property,19,Male,Unemployed,Yes,No,None,No,None,No,Open,0,2023-10-01,,
2023_FIR0028,2023,2023-01-05,7:00,Morning,Thursday,1,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Residential,1,Assault,Violent,44,Female,Business Owner,No,No,None,No,None,No,Open,0,2023-01-05,,
2023_FIR0029,2023,2023-05-20,10:00,Morning,Saturday,5,Chandni Chowk PS,Connaught Place Inner Circle,28.6315,77.2167,Metro Station,1,Cybercrime,Cyber,30,Female,Private Employee,No,No,None,No,None,No,Under Investigation,0,2023-05-22,,
2023_FIR0030,2023,2023-11-13,5:00,Morning,Monday,11,Rohini PS,Rohini Sector 7 Street,28.7324,77.1194,Market,1,Theft,Property,42,Male,Daily Wage Worker,No,No,None,No,None,No,Under Investigation,0,2023-11-13,,
2023_FIR0031,2023,2023-11-22,7:00,Morning,Wednesday,11,Saket PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,0,Cybercrime,Cyber,55,Female,Government Employee,Yes,No,None,No,None,No,Under Investigation,0,2023-11-24,,
2023_FIR0032,2023,2023-05-05,19:00,Dusk,Friday,5,Chandni Chowk PS,Dwarka Sector 12 Road,28.5921,77.046,Market,1,Snatching,Property,19,Male,Student,Yes,No,None,No,None,Yes,Closed,1,2023-05-07,2023-07-14,68
2023_FIR0033,2023,2023-08-13,2:00,Midnight,Sunday,8,Karol Bagh PS,Chandni Chowk Lane 4,28.6562,77.23,Market,1,Theft,Property,70,Female,Retired,Yes,No,None,No,None,No,Under Investigation,0,2023-08-15,,
2023_FIR0034,2023,2023-05-27,3:00,Midnight,Saturday,5,Rohini PS,Rohini Sector 7 Street,28.7324,77.1194,Metro Station,1,Cybercrime,Cyber,18,Female,Unemployed,Yes,No,None,No,None,No,Open,0,2023-05-27,,
2023_FIR0035,2023,2023-11-23,2:00,Midnight,Thursday,11,Connaught Place PS,Karol Bagh Main Road,28.6519,77.1909,Residential,1,Cybercrime,Cyber,48,Female,Shopkeeper,Yes,No,None,No,None,No,Open,0,2023-11-23,,
2023_FIR0036,2023,2023-02-08,9:00,Morning,Wednesday,2,Saket PS,Chandni Chowk Lane 4,28.6562,77.23,Road,0,Snatching,Property,45,Male,Shopkeeper,No,No,None,No,None,No,Open,0,2023-02-09,,
2023_FIR0037,2023,2023-02-08,10:00,Morning,Wednesday,2,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Market,0,Robbery,Property,62,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2023-02-10,2023-04-01,50
2023_FIR0038,2023,2023-04-22,8:00,Morning,Saturday,4,Dwarka PS,Dwarka Sector 12 Road,28.5921,77.046,Market,0,Theft,Property,61,Female,Retired,No,No,None,No,None,No,Under Investigation,0,2023-04-24,,
2023_FIR0039,2023,2023-08-05,15:00,Afternoon,Saturday,8,Rohini PS,Connaught Place Inner Circle,28.6315,77.2167,Residential,0,Kidnapping,Violent,75,Female,Retired,Yes,No,None,No,None,No,Open,0,2023-08-05,,
2023_FIR0040,2023,2023-09-15,19:00,Dusk,Friday,9,Connaught Place PS,Chandni Chowk Lane 4,28.6562,77.23,Market,0,Cybercrime,Cyber,75,Female,Retired,Yes,No,None,No,None,No,Open,0,2023-09-15,,
2023_FIR0041,2023,2023-11-08,3:00,Midnight,Wednesday,11,Connaught Place PS,Connaught Place Inner Circle,28.6315,77.2167,Market,1,Robbery,Property,26,Female,Private Employee,No,No,None,No,None,No,Open,0,2023-11-10,,
2023_FIR0042,2023,2023-09-27,10:00,Morning,Wednesday,9,Karol Bagh PS,Rohini Sector 7 Street,28.7324,77.1194,Market,0,Kidnapping,Violent,64,Male,Retired,Yes,No,None,No,None,No,Under Investigation,0,2023-09-27,,
2023_FIR0043,2023,2023-05-17,1:00,Midnight,Wednesday,5,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Residential,1,Kidnapping,Violent,16,Female,Student,No,No,None,No,None,Yes,Closed,1,2023-05-17,2023-08-05,80
2023_FIR0044,2023,2023-05-22,21:00,Night,Monday,5,Chandni Chowk PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,0,Assault,Violent,49,Female,Private Employee,No,No,None,No,None,No,Open,0,2023-05-22,,
2023_FIR0045,2023,2023-10-27,13:00,Afternoon,Friday,10,Lajpat Nagar PS,Connaught Place Inner Circle,28.6315,77.2167,Road,0,Theft,Property,8,Female,Student,No,No,None,No,None,No,Under Investigation,0,2023-10-27,,
2023_FIR0046,2023,2023-07-12,19:00,Dusk,Wednesday,7,Saket PS,Saket Mall Road,28.5245,77.2066,Metro Station,1,Snatching,Property,36,Female,Driver,Yes,No,None,No,None,No,Open,0,2023-07-12,,
2023_FIR0047,2023,2023-04-15,17:00,Evening,Saturday,4,Saket PS,Dwarka Sector 12 Road,28.5921,77.046,Road,1,Burglary,Property,41,Female,Private Employee,No,No,None,No,None,No,Under Investigation,0,2023-04-17,,
2023_FIR0048,2023,2023-01-21,5:00,Morning,Saturday,1,Saket PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,1,Snatching,Property,47,Male,Driver,Yes,No,None,No,None,Yes,Closed,1,2023-01-23,2023-04-03,70
2023_FIR0049,2023,2023-05-30,12:00,Afternoon,Tuesday,5,Karol Bagh PS,Connaught Place Inner Circle,28.6315,77.2167,Metro Station,0,Kidnapping,Violent,22,Male,Student,Yes,No,None,No,None,Yes,Closed,1,2023-05-31,2023-08-06,67
2023_FIR0050,2023,2023-06-21,10:00,Morning,Wednesday,6,Karol Bagh PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,0,Assault,Violent,44,Male,Shopkeeper,Yes,No,None,No,None,Yes,Closed,1,2023-06-23,2023-08-20,58
2023_FIR0051,2023,2023-06-23,10:00,Morning,Friday,6,Chandni Chowk PS,Chandni Chowk Lane 4,28.6562,77.23,Market,1,Robbery,Property,18,Female,Student,Yes,No,None,No,None,No,Open,0,2023-06-24,,
2023_FIR0052,2023,2023-03-31,16:00,Evening,Friday,3,Connaught Place PS,Saket Mall Road,28.5245,77.2066,Metro Station,0,Kidnapping,Violent,45,Male,Business Owner,Yes,No,None,No,None,No,Open,0,2023-04-02,,
2023_FIR0053,2023,2023-03-21,17:00,Evening,Tuesday,3,Lajpat Nagar PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,0,Snatching,Property,38,Female,Government Employee,No,No,None,No,None,Yes,Closed,1,2023-03-21,2023-04-16,26
2023_FIR0054,2023,2023-02-07,21:00,Night,Tuesday,2,Connaught Place PS,Saket Mall Road,28.5245,77.2066,Market,1,Theft,Property,37,Male,Business Owner,Yes,No,None,No,None,Yes,Closed,1,2023-02-08,2023-04-09,60
2023_FIR0055,2023,2023-07-05,23:00,Night,Wednesday,7,Chandni Chowk PS,Saket Mall Road,28.5245,77.2066,Market,0,Robbery,Property,54,Male,Business Owner,No,No,None,No,None,Yes,Closed,1,2023-07-06,2023-08-18,43
2023_FIR0056,2023,2023-03-06,21:00,Night,Monday,3,Dwarka PS,Chandni Chowk Lane 4,28.6562,77.23,Market,0,Theft,Property,52,Male,IT Professional,No,No,None,No,None,Yes,Closed,1,2023-03-07,2023-05-06,60
2023_FIR0057,2023,2023-10-01,2:00,Midnight,Sunday,10,Lajpat Nagar PS,Rohini Sector 7 Street,28.7324,77.1194,Road,1,Robbery,Property,15,Male,Student,No,No,None,No,None,No,Open,0,2023-10-01,,
2023_FIR0058,2023,2023-01-06,8:00,Morning,Friday,1,Chandni Chowk PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,1,Theft,Property,44,Female,Business Owner,No,No,None,No,None,No,Under Investigation,0,2023-01-07,,
2023_FIR0059,2023,2023-01-12,3:00,Midnight,Thursday,1,Karol Bagh PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,0,Kidnapping,Violent,15,Female,Student,Yes,No,None,No,None,Yes,Closed,1,2023-01-14,2023-02-05,22
2023_FIR0060,2023,2023-04-20,14:00,Afternoon,Thursday,4,Rohini PS,Karol Bagh Main Road,28.6519,77.1909,Road,1,Snatching,Property,71,Male,Retired,Yes,No,None,No,None,Yes,Closed,1,2023-04-22,2023-06-13,52
2023_FIR0061,2023,2023-03-20,23:00,Night,Monday,3,Connaught Place PS,Chandni Chowk Lane 4,28.6562,77.23,Market,1,Robbery,Property,72,Male,Retired,No,No,None,No,None,Yes,Closed,1,2023-03-22,2023-05-02,41
2023_FIR0062,2023,2023-10-16,22:00,Night,Monday,10,Rohini PS,Karol Bagh Main Road,28.6519,77.1909,Market,1,Kidnapping,Violent,23,Male,IT Professional,Yes,No,None,No,None,Yes,Closed,1,2023-10-18,2023-11-01,14
2023_FIR0063,2023,2023-05-02,13:00,Afternoon,Tuesday,5,Dwarka PS,Karol Bagh Main Road,28.6519,77.1909,Residential,0,Assault,Violent,59,Male,Daily Wage Worker,No,No,None,No,None,Yes,Closed,1,2023-05-02,2023-06-17,46
